event_id,firm_id,exposed_flag,exposure_bucket,evidence_note
event_0003,AAPL,0,,pending review: add filing quote and period
event_0003,CSCO,0,,pending review: add filing quote and period
event_0003,DELL,0,,pending review: add filing quote and period
event_0003,HPQ,0,,pending review: add filing quote and period
